sample	unit	library	flowcell	platform	lane	sample_id	barcode	fq1	fq2	kb1	kb2
18N03731	1	Plate007	2352GHLT4	ILLUMINA	1	18N03731	18N03731-Plate007-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03731/R_18N03731_WKDL260001355-1A_2352GHLT4_L1_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03731/R_18N03731_WKDL260001355-1A_2352GHLT4_L1_2.fq.gz	2987868.702	2987083.525
18N03732	1	Plate007	2352GHLT4	ILLUMINA	1	18N03732	18N03732-Plate007-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03732/R_18N03732_WKDL260001355-1A_2352GHLT4_L1_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03732/R_18N03732_WKDL260001355-1A_2352GHLT4_L1_2.fq.gz	3020988.107	3019155.893
18N03733	1	Plate007	2352GHLT4	ILLUMINA	1	18N03733	18N03733-Plate007-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03733/R_18N03733_WKDL260001355-1A_2352GHLT4_L1_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03733/R_18N03733_WKDL260001355-1A_2352GHLT4_L1_2.fq.gz	2317518.497	2339858.76
18N03734	1	Plate007	2352GHLT4	ILLUMINA	1	18N03734	18N03734-Plate007-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03734/R_18N03734_WKDL260001355-1A_2352GHLT4_L1_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03734/R_18N03734_WKDL260001355-1A_2352GHLT4_L1_2.fq.gz	2846526.486	2857948.96
18N03735	1	Plate007	2352GHLT4	ILLUMINA	1	18N03735	18N03735-Plate007-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03735/R_18N03735_WKDL260001355-1A_2352GHLT4_L1_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03735/R_18N03735_WKDL260001355-1A_2352GHLT4_L1_2.fq.gz	3820477.311	3789563.07
18N03736	1	Plate007	2352GHLT4	ILLUMINA	1	18N03736	18N03736-Plate007-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03736/R_18N03736_WKDL260001355-1A_2352GHLT4_L1_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03736/R_18N03736_WKDL260001355-1A_2352GHLT4_L1_2.fq.gz	3363877.441	3384752.675
18N03737	1	Plate007	2352GHLT4	ILLUMINA	1	18N03737	18N03737-Plate007-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03737/R_18N03737_WKDL260001355-1A_2352GHLT4_L1_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03737/R_18N03737_WKDL260001355-1A_2352GHLT4_L1_2.fq.gz	3485984.002	3502984.476
18N03738	1	Plate007	2352GHLT4	ILLUMINA	1	18N03738	18N03738-Plate007-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03738/R_18N03738_WKDL260001355-1A_2352GHLT4_L1_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03738/R_18N03738_WKDL260001355-1A_2352GHLT4_L1_2.fq.gz	2712577.268	2700680.832
18N03739	1	Plate007	2352GHLT4	ILLUMINA	1	18N03739	18N03739-Plate007-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03739/R_18N03739_WKDL260001355-1A_2352GHLT4_L1_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03739/R_18N03739_WKDL260001355-1A_2352GHLT4_L1_2.fq.gz	3229676.29	3256296.435
18N03740	1	Plate007	2352GHLT4	ILLUMINA	1	18N03740	18N03740-Plate007-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03740/R_18N03740_WKDL260001355-1A_2352GHLT4_L1_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03740/R_18N03740_WKDL260001355-1A_2352GHLT4_L1_2.fq.gz	2783794.503	2808815.286
18N03741	1	Plate007	2352GHLT4	ILLUMINA	1	18N03741	18N03741-Plate007-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03741/R_18N03741_WKDL260001355-1A_2352GHLT4_L1_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03741/R_18N03741_WKDL260001355-1A_2352GHLT4_L1_2.fq.gz	3724060.092	3731675.53
18N03742	1	Plate007	2352GHLT4	ILLUMINA	1	18N03742	18N03742-Plate007-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03742/R_18N03742_WKDL260001355-1A_2352GHLT4_L1_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03742/R_18N03742_WKDL260001355-1A_2352GHLT4_L1_2.fq.gz	3300265.345	3336830.095
18N03743	1	Plate007	2352GHLT4	ILLUMINA	1	18N03743	18N03743-Plate007-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03743/R_18N03743_WKDL260001355-1A_2352GHLT4_L1_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03743/R_18N03743_WKDL260001355-1A_2352GHLT4_L1_2.fq.gz	4108776.426	4079700.274
18N03744	1	Plate007	2352GHLT4	ILLUMINA	1	18N03744	18N03744-Plate007-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03744/R_18N03744_WKDL260001355-1A_2352GHLT4_L1_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03744/R_18N03744_WKDL260001355-1A_2352GHLT4_L1_2.fq.gz	2853068.54	2875610.568
18N03745	1	Plate007	2352GHLT4	ILLUMINA	1	18N03745	18N03745-Plate007-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03745/R_18N03745_WKDL260001355-1A_2352GHLT4_L1_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03745/R_18N03745_WKDL260001355-1A_2352GHLT4_L1_2.fq.gz	3008460.397	3040932.365
18N03746	1	Plate007	2352GHLT4	ILLUMINA	1	18N03746	18N03746-Plate007-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03746/R_18N03746_WKDL260001355-1A_2352GHLT4_L1_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_18N03746/R_18N03746_WKDL260001355-1A_2352GHLT4_L1_2.fq.gz	3341772.494	3346827.419
25N04946	2	histDNAredo	2353MHLT4	ILLUMINA	8	25N04946	25N04946-histDNAredo-2	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04946/B_25N04946_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04946/B_25N04946_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	1833283.919	1563941.416
25N04946	1	histDNAredo	2353MHLT4	ILLUMINA	8	25N04946	25N04946-histDNAredo-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04946/R_25N04946_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04946/R_25N04946_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	1614005.345	1359021.263
25N04964	2	histDNAredo	2353MHLT4	ILLUMINA	8	25N04964	25N04964-histDNAredo-2	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04964/B_25N04964_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04964/B_25N04964_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	2039193.562	1728297.723
25N04964	1	histDNAredo	2353MHLT4	ILLUMINA	8	25N04964	25N04964-histDNAredo-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04964/R_25N04964_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04964/R_25N04964_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	2384857.514	1985909.709
25N04976	2	histDNAredo	2353MHLT4	ILLUMINA	8	25N04976	25N04976-histDNAredo-2	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04976/B_25N04976_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04976/B_25N04976_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	2994871.39	2409696.252
25N04976	1	histDNAredo	2353MHLT4	ILLUMINA	8	25N04976	25N04976-histDNAredo-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04976/R_25N04976_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04976/R_25N04976_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	2989385.244	2457309.574
25N04978	2	histDNAredo	2353MHLT4	ILLUMINA	8	25N04978	25N04978-histDNAredo-2	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04978/B_25N04978_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04978/B_25N04978_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	3022761.293	2496927.384
25N04978	1	histDNAredo	2353MHLT4	ILLUMINA	8	25N04978	25N04978-histDNAredo-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04978/R_25N04978_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04978/R_25N04978_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	3046642.705	2507662.579
25N04981	2	histDNAredo	2353MHLT4	ILLUMINA	8	25N04981	25N04981-histDNAredo-2	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04981/B_25N04981_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04981/B_25N04981_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	3114807.719	2540302.99
25N04981	1	histDNAredo	2353MHLT4	ILLUMINA	8	25N04981	25N04981-histDNAredo-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04981/R_25N04981_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04981/R_25N04981_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	3216656.904	2603912.273
25N04983	2	histDNAredo	2353MHLT4	ILLUMINA	8	25N04983	25N04983-histDNAredo-2	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04983/B_25N04983_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04983/B_25N04983_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	3097171.362	2491824.2
25N04983	1	histDNAredo	2353MHLT4	ILLUMINA	8	25N04983	25N04983-histDNAredo-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04983/R_25N04983_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04983/R_25N04983_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	2881586.992	2313994.975
25N04984	2	histDNAredo	2353MHLT4	ILLUMINA	8	25N04984	25N04984-histDNAredo-2	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04984/B_25N04984_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04984/B_25N04984_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	3392987.658	2676779.712
25N04984	1	histDNAredo	2353MHLT4	ILLUMINA	8	25N04984	25N04984-histDNAredo-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04984/R_25N04984_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04984/R_25N04984_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	2570315.759	2066489.072
25N04985	2	histDNAredo	2353MHLT4	ILLUMINA	8	25N04985	25N04985-histDNAredo-2	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04985/B_25N04985_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04985/B_25N04985_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	2520695.806	2058432.616
25N04985	1	histDNAredo	2353MHLT4	ILLUMINA	8	25N04985	25N04985-histDNAredo-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04985/R_25N04985_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04985/R_25N04985_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	2855558.92	2292350.752
25N04986	2	histDNAredo	2353MHLT4	ILLUMINA	8	25N04986	25N04986-histDNAredo-2	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04986/B_25N04986_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04986/B_25N04986_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	2425370.726	2004687.718
25N04986	1	histDNAredo	2353MHLT4	ILLUMINA	8	25N04986	25N04986-histDNAredo-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04986/R_25N04986_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04986/R_25N04986_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	2395975.555	1977122.158
25N04987	2	histDNAredo	2353MHLT4	ILLUMINA	8	25N04987	25N04987-histDNAredo-2	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04987/B_25N04987_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04987/B_25N04987_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	3537038.742	2773686.571
25N04987	1	histDNAredo	2353MHLT4	ILLUMINA	8	25N04987	25N04987-histDNAredo-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04987/R_25N04987_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04987/R_25N04987_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	3194942.175	2493990.113
25N04989	2	histDNAredo	2353MHLT4	ILLUMINA	8	25N04989	25N04989-histDNAredo-2	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04989/B_25N04989_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04989/B_25N04989_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	3018018.81	2439518.312
25N04989	1	histDNAredo	2353MHLT4	ILLUMINA	8	25N04989	25N04989-histDNAredo-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04989/R_25N04989_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04989/R_25N04989_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	2917023.1	2337129.617
25N04990	2	histDNAredo	2353MHLT4	ILLUMINA	8	25N04990	25N04990-histDNAredo-2	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04990/B_25N04990_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04990/B_25N04990_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	3340914.566	2661262.933
25N04990	1	histDNAredo	2353MHLT4	ILLUMINA	8	25N04990	25N04990-histDNAredo-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04990/R_25N04990_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04990/R_25N04990_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	2707382.364	2166309.899
25N04991	2	histDNAredo	2353MHLT4	ILLUMINA	8	25N04991	25N04991-histDNAredo-2	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04991/B_25N04991_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04991/B_25N04991_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	2379859.515	1930332.292
25N04991	1	histDNAredo	2353MHLT4	ILLUMINA	8	25N04991	25N04991-histDNAredo-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04991/R_25N04991_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04991/R_25N04991_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	2568369.329	2058443.338
25N04992	2	histDNAredo	2353MHLT4	ILLUMINA	8	25N04992	25N04992-histDNAredo-2	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04992/B_25N04992_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04992/B_25N04992_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	2651966.04	2151468.498
25N04992	1	histDNAredo	2353MHLT4	ILLUMINA	8	25N04992	25N04992-histDNAredo-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04992/R_25N04992_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04992/R_25N04992_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	2467702.818	2042058.391
25N04994	2	histDNAredo	2353MHLT4	ILLUMINA	8	25N04994	25N04994-histDNAredo-2	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04994/B_25N04994_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04994/B_25N04994_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	3059850.591	2452227.907
25N04994	1	histDNAredo	2353MHLT4	ILLUMINA	8	25N04994	25N04994-histDNAredo-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04994/R_25N04994_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04994/R_25N04994_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	3250675.345	2580709.676
25N04995	2	histDNAredo	2353MHLT4	ILLUMINA	8	25N04995	25N04995-histDNAredo-2	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04995/B_25N04995_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04995/B_25N04995_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	3548047.73	2782859.943
25N04995	1	histDNAredo	2353MHLT4	ILLUMINA	8	25N04995	25N04995-histDNAredo-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04995/R_25N04995_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04995/R_25N04995_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	3178088.786	2512535.807
25N04998	2	histDNAredo	2353MHLT4	ILLUMINA	8	25N04998	25N04998-histDNAredo-2	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04998/B_25N04998_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/B_25N04998/B_25N04998_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	2594073.417	2148210.396
25N04998	1	histDNAredo	2353MHLT4	ILLUMINA	8	25N04998	25N04998-histDNAredo-1	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04998/R_25N04998_WKDL260001354-1A_2353MHLT4_L8_1.fq.gz	data/ROFI007_hDNAredo_Novoseq_02122026/01.RawData/R_25N04998/R_25N04998_WKDL260001354-1A_2353MHLT4_L8_2.fq.gz	2382483.209	1984490.796
