sample	unit	library	flowcell	platform	lane	sample_id	barcode	fq1	fq2	kb1	kb2
24N03253	1	Lib-5	22FWCTLT4	ILLUMINA	8	24N03253	24N03253_Lib-5_1	data/fastqs/LOSH_005/L_24N03253_CKDL240029306-1A_22FWCTLT4_L8_1.fq.gz	data/fastqs/LOSH_005/L_24N03253_CKDL240029306-1A_22FWCTLT4_L8_2.fq.gz	98837.878	93151.101
24N03254	1	Lib-5	22FWCTLT4	ILLUMINA	8	24N03254	24N03254_Lib-5_1	data/fastqs/LOSH_005/L_24N03254_CKDL240029306-1A_22FWCTLT4_L8_1.fq.gz	data/fastqs/LOSH_005/L_24N03254_CKDL240029306-1A_22FWCTLT4_L8_2.fq.gz	520293.608	502595.521
24N03255	1	Lib-5	22FWCTLT4	ILLUMINA	8	24N03255	24N03255_Lib-5_1	data/fastqs/LOSH_005/L_24N03255_CKDL240029306-1A_22FWCTLT4_L8_1.fq.gz	data/fastqs/LOSH_005/L_24N03255_CKDL240029306-1A_22FWCTLT4_L8_2.fq.gz	1815239.941	1747540.282
24N03256	1	Lib-5	22FWCTLT4	ILLUMINA	8	24N03256	24N03256_Lib-5_1	data/fastqs/LOSH_005/L_24N03256_CKDL240029306-1A_22FWCTLT4_L8_1.fq.gz	data/fastqs/LOSH_005/L_24N03256_CKDL240029306-1A_22FWCTLT4_L8_2.fq.gz	676638.178	666723.927
24N03256	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N03256	24N03256_Lib-6_2	data/fastqs/LOSH_006/L_24N03256_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N03256_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	5864418.278	5866428.795
24N03259	1	Lib-5	22FWCTLT4	ILLUMINA	8	24N03259	24N03259_Lib-5_1	data/fastqs/LOSH_005/L_24N03259_CKDL240029306-1A_22FWCTLT4_L8_1.fq.gz	data/fastqs/LOSH_005/L_24N03259_CKDL240029306-1A_22FWCTLT4_L8_2.fq.gz	308756.862	292192.171
24N03261	1	Lib-5	22FWCTLT4	ILLUMINA	8	24N03261	24N03261_Lib-5_1	data/fastqs/LOSH_005/L_24N03261_CKDL240029306-1A_22FWCTLT4_L8_1.fq.gz	data/fastqs/LOSH_005/L_24N03261_CKDL240029306-1A_22FWCTLT4_L8_2.fq.gz	1818099.289	1759978.113
24N03262	1	Lib-5	22FWCTLT4	ILLUMINA	8	24N03262	24N03262_Lib-5_1	data/fastqs/LOSH_005/L_24N03262_CKDL240029306-1A_22FWCTLT4_L8_1.fq.gz	data/fastqs/LOSH_005/L_24N03262_CKDL240029306-1A_22FWCTLT4_L8_2.fq.gz	579722.232	546549.881
24N03262	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N03262	24N03262_Lib-6_2	data/fastqs/LOSH_006/L_24N03262_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N03262_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	5433669.96	5333024.921
24N03263	1	Lib-5	22FWCTLT4	ILLUMINA	8	24N03263	24N03263_Lib-5_1	data/fastqs/LOSH_005/L_24N03263_CKDL240029306-1A_22FWCTLT4_L8_1.fq.gz	data/fastqs/LOSH_005/L_24N03263_CKDL240029306-1A_22FWCTLT4_L8_2.fq.gz	506188.976	486271.875
24N03263	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N03263	24N03263_Lib-6_2	data/fastqs/LOSH_006/L_24N03263_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N03263_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	6194226.098	6106641.187
24N03264	1	Lib-5	22FWCTLT4	ILLUMINA	8	24N03264	24N03264_Lib-5_1	data/fastqs/LOSH_005/L_24N03264_CKDL240029306-1A_22FWCTLT4_L8_1.fq.gz	data/fastqs/LOSH_005/L_24N03264_CKDL240029306-1A_22FWCTLT4_L8_2.fq.gz	736818.548	718944.639
24N03264	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N03264	24N03264_Lib-6_2	data/fastqs/LOSH_006/L_24N03264_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N03264_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	3316499.079	3283503.491
24N03267	1	Lib-5	22FWCTLT4	ILLUMINA	8	24N03267	24N03267_Lib-5_1	data/fastqs/LOSH_005/L_24N03267_CKDL240029306-1A_22FWCTLT4_L8_1.fq.gz	data/fastqs/LOSH_005/L_24N03267_CKDL240029306-1A_22FWCTLT4_L8_2.fq.gz	184138.377	173217.433
24N03268	1	Lib-5	22FWCTLT4	ILLUMINA	8	24N03268	24N03268_Lib-5_1	data/fastqs/LOSH_005/L_24N03268_CKDL240029306-1A_22FWCTLT4_L8_1.fq.gz	data/fastqs/LOSH_005/L_24N03268_CKDL240029306-1A_22FWCTLT4_L8_2.fq.gz	340349.808	329109.911
24N03269	1	Lib-5	22FWCTLT4	ILLUMINA	8	24N03269	24N03269_Lib-5_1	data/fastqs/LOSH_005/L_24N03269_CKDL240029306-1A_22FWCTLT4_L8_1.fq.gz	data/fastqs/LOSH_005/L_24N03269_CKDL240029306-1A_22FWCTLT4_L8_2.fq.gz	171509.41	167253.136
24N03270	1	Lib-5	22FWCTLT4	ILLUMINA	8	24N03270	24N03270_Lib-5_1	data/fastqs/LOSH_005/L_24N03270_CKDL240029306-1A_22FWCTLT4_L8_1.fq.gz	data/fastqs/LOSH_005/L_24N03270_CKDL240029306-1A_22FWCTLT4_L8_2.fq.gz	290206.892	274151.898
24N03272	1	Lib-4	22FWCTLT4	ILLUMINA	7	24N03272	24N03272_Lib-4_1	data/fastqs/LOSH_004/L_24N03272_CKDL240029305-1A_22FWCTLT4_L7_1.fq.gz	data/fastqs/LOSH_004/L_24N03272_CKDL240029305-1A_22FWCTLT4_L7_2.fq.gz	3557089.256	3446827.125
24N03273	1	Lib-5	22FWCTLT4	ILLUMINA	8	24N03273	24N03273_Lib-5_1	data/fastqs/LOSH_005/L_24N03273_CKDL240029306-1A_22FWCTLT4_L8_1.fq.gz	data/fastqs/LOSH_005/L_24N03273_CKDL240029306-1A_22FWCTLT4_L8_2.fq.gz	1801505.704	1756870.448
24N03273	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N03273	24N03273_Lib-6_2	data/fastqs/LOSH_006/L_24N03273_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N03273_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	4192138.985	4110262.356
24N03274	1	Lib-5	22FWCTLT4	ILLUMINA	8	24N03274	24N03274_Lib-5_1	data/fastqs/LOSH_005/L_24N03274_CKDL240029306-1A_22FWCTLT4_L8_1.fq.gz	data/fastqs/LOSH_005/L_24N03274_CKDL240029306-1A_22FWCTLT4_L8_2.fq.gz	1034675.431	1045408.709
24N03274	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N03274	24N03274_Lib-6_2	data/fastqs/LOSH_006/L_24N03274_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N03274_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	3474794.646	3601548.162
24N03274	3	Lib-6	22J7G3LT4	ILLUMINA	6	24N03274	24N03274_Lib-6_3	data/fastqs/LOSH_006/S_24N03274_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/S_24N03274_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	4160951.624	4302902.912
24N03276	1	Lib-5	22FWCTLT4	ILLUMINA	8	24N03276	24N03276_Lib-5_1	data/fastqs/LOSH_005/L_24N03276_CKDL240029306-1A_22FWCTLT4_L8_1.fq.gz	data/fastqs/LOSH_005/L_24N03276_CKDL240029306-1A_22FWCTLT4_L8_2.fq.gz	3139321.466	3070667.523
24N19708	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19708	24N19708_Lib-6_1	data/fastqs/LOSH_006/L_24N19708_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19708_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	2406201.333	2295494.759
24N19708	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N19708	24N19708_Lib-6_2	data/fastqs/LOSH_006/S_24N19708_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/S_24N19708_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	2861201.094	2725961.581
24N19758	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19758	24N19758_Lib-6_1	data/fastqs/LOSH_006/A_24N19758_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/A_24N19758_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	449115.814	430962.354
24N19758	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N19758	24N19758_Lib-6_2	data/fastqs/LOSH_006/B_24N19758_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/B_24N19758_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	425956.787	411588.899
24N19758	3	Lib-6	22J7G3LT4	ILLUMINA	6	24N19758	24N19758_Lib-6_3	data/fastqs/LOSH_006/L_24N19758_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19758_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	1921744.558	1853371.117
24N19758	4	Lib-6	22J7G3LT4	ILLUMINA	6	24N19758	24N19758_Lib-6_4	data/fastqs/LOSH_006/S_24N19758_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/S_24N19758_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	2257897.364	2178120.564
24N19759	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19759	24N19759_Lib-6_1	data/fastqs/LOSH_006/L_24N19759_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19759_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	1420401.189	1394994.543
24N19759	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N19759	24N19759_Lib-6_2	data/fastqs/LOSH_006/S_24N19759_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/S_24N19759_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	2651660.961	2557631.378
24N19760	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19760	24N19760_Lib-6_1	data/fastqs/LOSH_006/L_24N19760_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19760_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	640296.169	619294.087
24N19760	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N19760	24N19760_Lib-6_2	data/fastqs/LOSH_006/S_24N19760_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/S_24N19760_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	780229.95	751699.203
24N19793	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19793	24N19793_Lib-6_1	data/fastqs/LOSH_006/L_24N19793_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19793_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	2794318.035	2708590.448
24N19793	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N19793	24N19793_Lib-6_2	data/fastqs/LOSH_006/S_24N19793_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/S_24N19793_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	999665.445	971321.14
24N19794	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19794	24N19794_Lib-6_1	data/fastqs/LOSH_006/L_24N19794_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19794_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	489886.209	474431.442
